nursery,forgery,messy,ˈnərsəri,ˈfɔrʤəri,ˈmɛsi
idea,chia,music,aɪˈdiə,ˈʧiə,mˈjuzɪk
scaife,safe,skull,skeɪf,seɪ,skəl
alike,hike,decline,əˈlaɪk,haɪ,dɪˈklaɪn
benign,design,specialty,bɪˈnaɪn,dɪˈzaɪn,ˈspɛʃəlti
pollen,olive,bumper,ˈpɑlən,ˈɑlɪv,ˈbəmpər
hire,satire,bath,haɪər,ˈsæˌtaɪər,bæθ
somewhere,alphabet,join,ˈsəmˌwɛr,ˈælfəˌbɛt,ʤɔɪn
lonely,foley,lode,ˈloʊnli,ˈfoʊli,loʊd
preschool,tool,erection,ˈpriˌskul,tu,ɪˈrɛkʃən
plan,span,force,plæn,spæ,fɔrs
hemisphere,deer,tag,ˈhɛmɪsˌfɪr,dɪ,tæg
beehler,dealer,baseline,ˈbilər,ˈdilə,ˈbeɪsˌlaɪn
independent,intended,lend,ˌɪndɪˈpɛndənt,ˌɪnˈtɛndɪd,lɛnd
evolution,disillusion,gladiolus,ˌɛvəˈluʃən,ˌdɪsɪˈluʒə,ˌglædiˈoʊləs
calm,bom,everyone,kɑm,bɑm,ˈɛvriˌwən
gauge,stone age,router,geɪʤ,stoʊn eɪ,ˈrutər
salt,to a fault,overflight,sɔlt,tɪ ə fɔ,ˈoʊvərˌflaɪt
swarner,corner,van,sˈwɔrnər,ˈkɔrnər,væn
smell,citadel,joyous,smɛl,ˈsɪtəˌdɛl,ʤɔɪəs
west,request,complicity,wɛst,rɪkˈwɛ,kəmˈplɪsɪti
topless,spotless,cobbler,ˈtɑpləs,ˈspɑtlə,ˈkɑblər
get-together,weather,twine,gɪt təˈgɛðər,ˈwɛðə,twaɪn
breast,distressed,horseradish,brɛst,dɪˈstrɛ,ˈhɔrsˌrædɪʃ
survey,driveway,giraffe,ˈsərˌveɪ,ˈdraɪvˌweɪ,ʤəræf
lazy,daisy,vacation,ˈleɪzi,ˈdeɪzi,veɪˈkeɪʃən
dale,bail,friendly,deɪl,beɪ,ˈfrɛndli
implication,quotation,assertion,ˌɪmpləˈkeɪʃən,kwoʊˈteɪʃən,əˈsərʃən
fair game,name,puzzled,fɛr geɪm,neɪ,ˈpəzəld
pix,politics,installation,pɪks,ˈpɑləˌtɪ,ˌɪnstəˈleɪʃən
sleeping,bookkeeping,footwear,sˈlipɪŋ,ˈbʊkˌkipɪ,ˈfʊtˌwɛr
poker,sober,scissors,ˈpoʊkər,ˈsoʊbə,ˈsɪzərz
possible,horrible,receiver,ˈpɑsəbəl,ˈhɔrəbəl,rɪˈsivər
fussing,husband,yawn,ˈfəsɪŋ,ˈhəzbənd,jɔn
hut,shut,bombing,hət,ʃə,ˈbɑmɪŋ
gunsmoke,choke,perform,ˈgənsˌmoʊk,ʧoʊk,pərˈfɔrm
addition,disposition,shoestring,əˈdɪʃən,ˌdɪspəˈzɪʃə,ˈʃuˌstrɪŋ
crow,quo,stag,kroʊ,kwoʊ,stæg
appropriate,date,odyssey,əˈproʊpriˌeɪt,deɪt,ˈɑdəsi
flesh,bangladesh,hyena,flɛʃ,ˈbæŋləˌdɛʃ,haɪˈinə
citadel,spell,winter,ˈsɪtəˌdɛl,spɛl,ˈwɪntər
used,smoothed,minimum,juzd,smuðd,ˈmɪnəməm
recognize,size,closet,ˈrɛkəgˌnaɪz,saɪ,ˈklɑzət
clergyman,can,incentive,ˈklərʤiˌmæn,kə,ˌɪnˈsɛnɪv
delivery,mystery,woodchuck,dɪˈlɪvəri,ˈmɪstəri,ˈwʊˌdʧək
asylum,silence,wrestle,əˈsaɪləm,ˈsaɪləns,ˈrɛsəl
quick,candlestick,maize,kwɪk,ˈkændəlˌstɪ,meɪz
kingdom,bynum,cheese,ˈkɪŋdəm,ˈbɪnəm,ʧiz
violence,reliable,strengthen,ˈvaɪələns,rɪˈlaɪəbə,ˈstrɛŋθən
fries,advise,monotheism,fraɪz,ədˈvaɪz,ˈmɑnəˌθiɪzəm
altar,otter,birch,ˈɔltər,ˈɑtər,bərʧ
repercussion,oven,handball,ˌripərˈkəʃən,ˈəvən,ˈhændˌbɔl
fun,anyone,forgetful,fən,ˈɛniˌwən,fərˈgɛtfəl
baton,happen,anger,ˈbæˌtɑn,ˈhæpə,ˈæŋgər
rubber,stubborn,ability,ˈrəbər,ˈstəbərn,əˈbɪləˌti
require,desire,boyfriend,ˌrikˈwaɪər,dɪˈzaɪə,ˈbɔɪˌfrɛnd
may be,maybe,rank,meɪ bi,ˈmeɪbi,ræŋk
ham actor,tractor,battalion,hæm ˈæktər,ˈtræktər,bəˈtæljən
protest,depressed,step-brother,ˈproʊˌtɛst,dɪˈprɛst,stɛp ˈbrəðər
dream,seem,scorpion,drim,si,ˈskɔrpiən
grief,coral reef,resemblance,grif,ˈkɔrəl ri,rɪˈzɛmbləns
determinative,give,vestment,dɪˈtərmɪnəˌtɪv,gɪv,ˈvɛstmɛnt
contrary,cherry,reflect,ˈkɑntrɛri,ˈʧɛri,rɪˈflɛkt
heavy,merry,concentrate,ˈhɛvi,ˈmɛri,ˈkɑnsənˌtreɪt
relationship,crip,grandfather,riˈleɪʃənˌʃɪp,krɪp,ˈgrænˌfɑðər
abide,side,strength,əˈbaɪd,saɪ,strɛŋθ
devote,goat,rip,dɪˈvoʊt,goʊt,rɪp
blubber,number,self-esteem,ˈbləbər,ˈnəmbər,sɛlf ɛˈstim
fine,wine,collagen,faɪn,waɪn,ˈkɑləgən
pea,glee,glow,pi,gli,gloʊ
davy,baby,letter,ˈdeɪvi,ˈbeɪbi,ˈlɛtər
farm,perform,error,fɑrm,pərˈfɔ,ˈɛrər
weed,creed,entertaining,wid,krid,ˌɛnərˈteɪnɪŋ
nether,treasure,tube,ˈnɛðər,ˈtrɛʒər,tub
tie,rye,subroutine,taɪ,raɪ,sʌbɹutin
steam,agleam,poisoning,stim,əˈgli,ˈpɔɪzənɪŋ
striking,icing,urn,ˈstraɪkɪŋ,ˈaɪsɪ,ərn
biter,desire,director,ˈbaɪtər,dɪˈzaɪər,dɪˈrɛktər
grain,plane,parchment,greɪn,pleɪn,ˈpɑrʧmənt
mouth,deep south,towering,maʊθ,dip saʊ,ˈtaʊrɪŋ
butter,kutter,clothes,ˈbətər,ˈkətə,kloʊðz
slime,chime,essay,slaɪm,ʧaɪ,ˈɛˌseɪ
cabin,stabbing,fiesta,ˈkæbən,ˈstæbɪŋ,fiˈɛstə
abridge,pitch,telephone,əˈbrɪʤ,pɪʧ,ˈtɛləˌfoʊn
flap,cap,ship,flæp,kæ,ʃɪp
rem sleep,jeep,process,rɛm slip,ʤi,ˈprɔˌsɛs
choose,cruze,quartet,ʧuz,kru,kwɔrˈtɛt
unrestricted,victim,fisherman,ˌənriˈstrɪktɪd,ˈvɪktɪ,ˈfɪʃərˌmæn
happen,passion,oil,ˈhæpən,ˈpæʃən,ɔɪl
watching,talking,meantime,ˈwɑʧɪŋ,ˈtɔkɪŋ,ˈminˌtaɪm
excited,exciting,reliability,ɪkˈsaɪtɪd,ɪkˈsaɪtɪ,riˌlaɪəˈbɪləti
beat,compete,halloween,bit,kəmˈpit,ˌhæləˈwin
household,withhold,debtor,ˈhaʊsˌhoʊld,wɪθˈhoʊld,ˈdɛtər
plant,rembrandt,personnel,plænt,ˈrɛmˌbrænt,ˌpərsəˈnɛl
begin,bin,hesitant,bɪˈgɪn,bɪ,ˈhɛzɪtənt
indict,bright,orange,ˌɪnˈdaɪt,braɪ,ˈɔrɪnʤ
extend,spend,harm,ɪkˈstɛnd,spɛnd,hɑrm
ibrahim,team,polyp,ˌɪbrɑˈhim,ti,ˈpɑlɪp
name,game,fluffy,neɪm,geɪ,ˈfləfi
smoking,stroking,operate,sˈmoʊkɪŋ,ˈstroʊkɪ,ˈɔpərˌeɪt
breakthrough,ensue,bout,ˈbreɪkθˌru,ɪnˈsu,baʊt
automaton,dawn,fritter,ɔˈtɑməˌtɑn,dɔ,ˈfrɪtər
lifetime,satellite,kayak,ˈlaɪfˌtaɪm,ˈsætəˌlaɪ,kaɪæk
onetime,dime,letter,ˈwənˈtaɪm,daɪ,ˈlɛtər
dom,mom,sorbet,dɑm,mɑm,ˌsɔrˈbeɪ
serve,optic nerve,wee,sərv,ˈɑptɪk nə,wi
mansion,hanshin,silk,ˈmænʃən,ˈhænʃɪn,sɪlk
recession,lessen,pancreas,ˌriˈsɛʃən,ˈlɛsə,ˈpænkriəs
tape,crepe,guilder,teɪp,kreɪ,ˈgɪldər
down,drown,physical,daʊn,draʊ,ˈfɪzɪkəl
impend,mend,popcorn,ˌɪmˈpɛnd,mɛnd,ˈpɑpˌkɔrn
cut,gutt,kingdom,kət,gət,ˈkɪŋdəm
rainbow,syndrome,soap,ˈreɪnˌboʊ,ˈsɪnˌdroʊ,soʊp
vamp,damp,branch,væmp,dæ,brænʧ
fiasco,shallow,real,fiˈæskoʊ,ˈʃæloʊ,ril
patrol,radio,shoe,pəˈtroʊl,ˈreɪdiˌoʊ,ʃu
demonstrate,mistake,sleet,ˈdɛmənˌstreɪt,mɪˈsteɪ,slit
peel,audiophile,boom,pil,ˌɔˈdioʊˌfi,bum
story,depository,blackness,ˈstɔri,dɪˈpɑzəˌtɔri,ˈblæknəs
giant,diamond,boolean,ʤaɪənt,ˈdaɪmə,buˈliən
text,next,clank,tɛkst,nɛ,klæŋk
delusion,institution,input,dɪˈluʒən,ˌɪnstɪˈtuʃə,ˈɪnˌpʊt
croke,cloak,farm,kroʊk,kloʊk,fɑrm
medicine,lebanon,channel,ˈmɛdəsən,ˈlɛbənə,ˈʧænəl
fruit,recruit,bicycle,frut,rɪˈkru,ˈbaɪsɪkəl
though,banjo,sectional,ðoʊ,ˈbænˌʤoʊ,ˈsɛkʃənəl
troll,whole,weed,troʊl,hoʊl,wid
iron,ayers,university,aɪərn,eɪərz,ˌjunəˈvərsəti
unfamiliar,pillar,cowardly,ˌənfəˈmɪljər,ˈpɪlə,ˈkaʊərdli
painter,greater,disengagement,ˈpeɪnər,ˈgreɪtə,dɪsɪnˈgeɪʤmənt
many,seney,makeover,ˈmɛni,ˈsɛni,ˈmæˌkoʊvər
dig,drilling rig,pirate,dɪg,ˈdrɪlɪŋ rɪ,ˈpaɪrət
habitual,intellectual,speakerphone,həˈbɪʧuəl,ˌɪnəˈlɛkʧuəl,spikɜ˞foʊn
bacon,retaken,midnight,ˈbeɪkən,riˈteɪkə,ˈmɪdˌnaɪt
sparc,remark,coincidence,spɑrk,rɪˈmɑrk,koʊˈɪnsɪdəns
forthwith,fifth,shampoo,ˈfɔrθˈwɪθ,fɪθ,ʃæmˈpu
hurry,theory,exercise,ˈhəri,ˈθɪri,ˈɛksərˌsaɪz
stressful,wrestle,impediment,ˈstrɛsfəl,ˈrɛsə,ˌɪmˈpɛdəmənt
damm,dam,gavel,dæm,dæm,ˈgævəl
inheritance,therapist,trousers,ˌɪnˈhɛrətəns,ˈθɛrəpɪst,ˈtraʊzərz
politics,nix,whirl,ˈpɑləˌtɪks,nɪks,wərl
sleeping,screaming,bet,sˈlipɪŋ,ˈskrimɪ,bɛt
learned,unburned,chug,ˈlərnɪd,ənˈbərnd,ʧəg
wee,tree,breakfast,wi,tri,ˈbrɛkfəst
null,will,elixir,nəl,wɪ,ɪˈlɪksər
violence,reliable,hectare,ˈvaɪələns,rɪˈlaɪəbəl,ˈhɛkˌtɑr
overcame,game,gather,ˈoʊvərˈkeɪm,geɪm,ˈgæðər
expelled,pretend,satisfying,ɪkˈspɛld,priˈtɛ,ˈsætɪsˌfaɪɪŋ
hype,linotype,arm,haɪp,ˈlɪnoʊˌtaɪ,ɑrm
quark,spark,expression,kwɑrk,spɑrk,ɪkˈsprɛʃən
parade,demonstrate,fetch,pəreɪd,ˈdɛmənˌstreɪt,fɛʧ
bittersweet,heartbeat,loving,ˈbɪtərsˌwit,ˈhɑrtˌbit,ˈləvɪŋ
wont,bonet,retrospect,woʊnt,boʊnt,ˈrɛtrəˌspɛkt
murder,recorder,slump,ˈmərdər,rɪˈkɔrdə,sləmp
moderates,tolerance,outfielder,ˈmɑdərˌeɪts,ˈtɑlərə,ˈaʊtˌfildər
estate,cafe,roller,ɛˈsteɪt,kəˈfeɪ,ˈroʊlər
daughter,mortar,number,ˈdɔtər,ˈmɔrtə,ˈnəmbər
break down,breakdown,infancy,breɪk daʊn,ˈbreɪkˌdaʊ,ˈɪnfənsi
castillo,pillow,havoc,ˌkæˈstɪloʊ,ˈpɪloʊ,ˈhævək
tune,prune,whisker,tun,prun,ˈwɪskər
upstairs,solitaire,number,əpˈstɛrz,ˌsɑləˈtɛ,ˈnəmbər
caller,dollar,towel,ˈkɔlər,ˈdɔlə,taʊəl
options,caution,bandolier,ˈɔpʃənz,ˈkɔʃə,ˌbændəˈlɪr
so,blow,digit,soʊ,bloʊ,ˈdɪʤɪt
cottonmouth,south,state,ˈkɑtənˌmaʊθ,saʊ,steɪt
routh,south,reset,raʊθ,saʊ,ˈrisɛt
existence,distance,vaulting,ɪgˈzɪstəns,ˈdɪstə,ˈvɔltɪŋ
militia,condition,decade,mɪˈlɪʃə,kənˈdɪʃən,ˈdɛkeɪd
platform,reform,translation,ˈplætˌfɔrm,rɪˈfɔrm,trænzˈleɪʃən
shameful,faithful,cradle,ˈʃeɪmfəl,ˈfeɪθfəl,ˈkreɪdəl
vine,genuine,veterinarian,vaɪn,ˈʤɛnjuˌaɪ,ˌvɛtərəˈnɛriən
black,piggyback,whiskey,blæk,ˈpɪgiˌbæ,ˈwɪski
stereo,oppose,emergent,ˈstɛriˌoʊ,əˈpoʊ,ˈimərʤənt
broken,colon,successful,ˈbroʊkən,ˈkoʊlə,səkˈsɛsfəl
blackboard,sword,outlook,ˈblækˌbɔrd,sɔ,ˈaʊˌtlʊk
building,yielding,latter,ˈbɪldɪŋ,ˈjildɪ,ˈlætər
pupil,music,belt,ˈpjupəl,mˈjuzɪ,bɛlt
construe,chew,output,kənˈstru,ʧu,ˈaʊtˌpʊt
ladder,manner,academics,ˈlædər,ˈmænər,ˌækəˈdɛmɪks
justify,lie,zephyr,ˈʤəstəˌfaɪ,laɪ,ˈzɛfər
mommy,zombie,malicious,ˈmɑmi,ˈzɑmbi,məˈlɪʃəs
must,bust,red,məst,bəst,rɛd
include,afternoon,parent,ˌɪnˈklud,ˌæftərˈnu,ˈpɛrənt
rite,bite,faculty,raɪt,baɪt,ˈfækəlti
nothing,bunting,divalent,ˈnəθɪŋ,ˈbəntɪ,daɪˈveɪlənt
hunte,front,trooper,hənt,frənt,ˈtrupər
tat,mat,pond,tæt,mæ,pɑnd
sour,flour,beef,saʊər,flaʊər,bif
spiritual,surrebuttal,loop,ˈspɪrɪˌʧuəl,ˈsərɪbətəl,lup
anywhere,upstairs,endure,ˈɛniˌwɛr,əpˈstɛ,ɪnˈdʊr
shore,before,individual,ʃɔr,ˌbiˈfɔr,ˌɪndəˈvɪʤəwəl
scheme,steam,poem,skim,stim,poʊəm
dollar,aller,main,ˈdɔlər,ˈɔlər,meɪn
sermon,worsen,canon,ˈsərmən,ˈwərsən,ˈkænən
serb,sharp,wait,sərb,ʃɑrp,weɪt
retreat,bittersweet,maniac,riˈtrit,ˈbɪtərsˌwit,ˈmeɪniˌæk
daily,grady,regime,ˈdeɪli,ˈgreɪdi,rəˈʒim
mickey mouse,hometown,syrup,ˈmɪki maʊs,ˈhoʊmˌtaʊ,ˈsɪrəp
doser,poster,disclosure,ˈdoʊsər,ˈpoʊstə,dɪˈskloʊʒər
common birch,search,absurd,ˈkɑmən bərʧ,sə,əbˈsərd
stood,neighborhood,credible,stʊd,ˈneɪbərˌhʊ,ˈkrɛdəbəl
endure,scare,material,ɪnˈdʊr,skɛ,məˈtɪriəl
shead,spread,exploration,shɛd,sprɛd,ˌɛksplərˈeɪʃən
frolicking,following,discover,ˈfrɑlɪkɪŋ,ˈfɑloʊɪ,dɪˈskəvər
exceed,feed,diet,ɪkˈsid,fid,daɪət
corner,learner,essential,ˈkɔrnər,ˈlərnə,ɛˈsɛnʃəl
comprehension,intention,acrylic,ˌkɑmpriˈhɛnʃən,ˌɪnˈtɛnʧə,əˈkrɪlɪk
market,marble,glockenspiel,ˈmɑrkɪt,ˈmɑrbəl,ˈglɑkənˌspil
mutter,discover,fraction,ˈmətər,dɪˈskəvə,ˈfrækʃən
mehul,wool,breed,ˈmɛˌhʊl,wʊl,brid
hug,smug,legislation,həg,sməg,ˌlɛʤəsˈleɪʃən
roan,phone,discrepancy,roʊn,foʊ,dɪˈskrɛpənsi
patroness,maintenance,hate,ˈpeɪtrənəs,ˈmeɪntənə,heɪt
latin,cabin,fan,ˈlætən,ˈkæbən,fæn
ice cream,scream,grapefruit,aɪs krim,skri,ˈgreɪpˌfrut
planning,slamming,humour,ˈplænɪŋ,sˈlæmɪ,ˈhjumər
convoys,noise,tale,ˈkɑnˌvɔɪz,nɔɪz,teɪl
retreat,cd,dashboard,riˈtrit,ˈsiˈdi,ˈdæʃˌbɔrd
case,mates,whey,keɪs,meɪts,weɪ
flare,welfare,pathetic,flɛr,ˈwɛlˌfɛ,pəˈθɛtɪk
meter,ether,valentine,ˈmitər,ˈiθə,ˈvælənˌtaɪn
adversity,certainty,irony,ædˈvərsɪˌti,ˈsərtənti,ˈaɪrəni
hust,thrust,doubling,həst,θrə,ˈdəbəlɪŋ
outrun,undone,snowplow,aʊˈtrən,ənˈdə,sˈnoʊˌplaʊ
clean and jerk,park,legislator,klin ənd ʤərk,pɑ,ˈlɛʤəsˌleɪtər
run,donne,disposal,rən,dən,dɪˈspoʊzəl
worried,unmarried,gasket,ˈwərid,ənˈmɛri,ˈgæskət
slate,repudiate,respond,sleɪt,riˈpjudiˌeɪ,rɪˈspɑnd
night,acolyte,dilution,naɪt,ˈækəˌlaɪt,dɪˈluʃən
magic,classic,broiler,ˈmæʤɪk,ˈklæsɪk,ˈbrɔɪlər
steroid,void,compassionate,stərɔɪd,vɔɪd,kəmˈpæʃənət
scene,byzantine,increase,sin,ˈbɪzənˌti,ˌɪnˈkris
abstruse,juice,island,əbˈstrus,ʤus,ˈaɪlənd
identify,jeopardize,embassy,aɪˈdɛntəˌfaɪ,ˈʤɛpərˌdaɪ,ˈɛmbəsi
nance,chance,nourishment,næns,ʧæns,ˈnərɪʃmənt
baker,razor,snore,ˈbeɪkər,ˈreɪzə,snɔr
assist,thrift,parole,əˈsɪst,θrɪ,pəroʊl
chin,din,centurion,ʧɪn,dɪ,sɛnˈtʊriən
alley,dillydally,husky,ˈæli,ˈdɪliˈdæli,ˈhəski
puppy,lovely,tom-tom,ˈpəpi,ˈləvli,tɑm tɑm
sexting,string,legging,ˈsɛkˌstɪŋ,strɪ,ˈlɛgɪŋ
seeking,reading,rustic,ˈsikɪŋ,ˈrɛdɪŋ,ˈrəstɪk
appall,hall,nebulous,əˈpɔl,hɔl,ˈnɛbjələs
grip,quip,millennium,grɪp,kwɪ,məˈlɛniəm
resistance,instance,hook,rɪˈzɪstəns,ˈɪnstəns,hʊk
bug,smug,learned,bəg,sməg,ˈlərnɪd
distribution,revolution,clean,ˌdɪstrəˈbjuʃən,ˌrɛvəˈluʃə,klin
battle,fragile,expedite,ˈbætəl,ˈfræʤəl,ˈɛkspɪˌdaɪt
lead,red,organisation,lɛd,rɛd,ˌɔrgənɪˈzeɪʃən
baggage,banish,mammoth,ˈbægɪʤ,ˈbænɪʃ,ˈmæməθ
further,feather,meal,ˈfərðər,ˈfɛðər,mil
bonfire,pryor,music-box,ˈbɑnˌfaɪər,praɪər,mˈjuzɪk bɑks
hydrant,pirate,gas,ˈhaɪdrənt,ˈpaɪrə,gæs
completion,graduation,alligator,kəmˈpliʃən,ˌgræʤəˈweɪʃən,ˈæləˌgeɪtər
heroine,bedouin,adjoining,ˈhɛroʊən,ˈbɛdəwə,əˈʤɔɪnɪŋ
retrospect,reflect,lace,ˈrɛtrəˌspɛkt,rɪˈflɛ,leɪs
contrive,live,pickup,kənˈtraɪv,lɪ,ˈpɪˌkəp
girl,shirl,maiden,gərl,ʃə,ˈmeɪdən
recipe,parity,celebrity,ˈrɛsəpi,ˈpɛrəti,səˈlɛbrɪti
butter,schutter,fawn,ˈbətər,ˈʃətə,fɔn
fall,sol,deliberation,fɔl,sɑl,dɪˌlɪbərˈeɪʃən
jammer,banner,working,ˈʤæmər,ˈbænər,ˈwərkɪŋ
coal,goal,rheumatism,koʊl,goʊl,ˈruməˌtɪzəm
peace,nice,urge,pis,nis,ərʤ
dirt,part,search,dərt,pɑrt,sərʧ
run,stepson,champion,rən,ˈstɛpˌsən,ˈʧæmpiən
escort,start,men,ˈɛskɔrt,stɑrt,mɛn
upstairs,years,tired,əpˈstɛrz,jɪ,taɪərd
syncope,wee,greatness,ˈsɪnkəˌpi,wi,ˈgreɪtnəs
knowledge,orange,verbalize,ˈnɑlɪʤ,ˈɔrɪ,ˈvərbəˌlaɪz
chasten,station,forgetful,ˈʧeɪsən,ˈsteɪʃə,fərˈgɛtfəl
staircase,dna,live,ˈstɛrˌkeɪs,ˈdiˌɛˈneɪ,lɪv
mood,dude,approach,mud,du,əˈproʊʧ
welter,shelter,climate,ˈwɛltər,ˈʃɛltə,ˈklaɪmɪt
livid,living,format,ˈlɪvɪd,ˈlɪvɪŋ,ˈfɔrˌmæt
admission,suspicious,sari,ədˈmɪʃən,səˈspɪʃə,ˈsɑri
shelter,fester,engine,ˈʃɛltər,ˈfɛstər,ˈɪnʤən
crib,grzyb,newsprint,krɪb,ˈgərˌzɪb,ˈnuzˌprɪnt
afraid,create,piety,əˈfreɪd,kriˈeɪ,ˈpaɪəti
flood,in cold blood,possibility,fləd,ɪn koʊld bləd,ˌpɑsəˈbɪləˌti
lobster,cobbler,astrologer,ˈlɑbstər,ˈkɑblə,əˈstrɑləʤər
z,knee,collagen,zi,ni,ˈkɑləgən
middle,whistle,mortality,ˈmɪdəl,ˈwɪsə,mɔrˈtæləti
imbue,do,mezzanine,ˌɪmˈbju,du,ˈmɛzəˌnin
lip sync,think,knit,lɪp sɪŋk,θɪŋk,nɪt
nagging,dragon,beastie,ˈnægɪŋ,ˈdrægən,ˈbisti
tread,bread,handle,trɛd,brɛ,ˈhændəl
disillusion,constitution,toot,ˌdɪsɪˈluʒən,ˌkɑnstəˈtuʃə,tut
imagination,occasion,parliament,ˌɪˌmæʤəˈneɪʃən,əˈkeɪʒən,ˈpɑrləmɛnt
sink,rink,vaccine,sɪŋk,rɪ,ˌvækˈsin
standing,forced landing,fan,ˈstændɪŋ,fɔrst ˈlændɪŋ,fæn
control,foretold,basics,kənˈtroʊl,fɔrˈtoʊ,ˈbeɪsɪks
therapy,recipe,acoustics,ˈθɛrəpi,ˈrɛsəpi,əˈkustɪks
malady,fantasy,sneak,ˈmælədi,ˈfænəsi,snik
cloke,yoke,torpid,kloʊk,joʊk,ˈtɔrpəd
archer,armor,echidna,ˈɑrʧər,ˈɑrmə,ˌɛˈkɪdnə
warm,form,sport,wɔrm,fɔ,spɔrt
shock,block,elderly,ʃɑk,blɑ,ˈɛldərli
epiphany,activity,governor,ɪˈpɪfəni,ækˈtɪvɪti,ˈgəvərnər
collateral,pastoral,tadpole,kəˈlætərəl,ˈpæstərəl,ˈtædˌpoʊl
splendor,legal tender,utter,ˈsplɛndər,ˈligəl ˈtɛndə,ˈətər
elemental,gentle,funny,ˌɛləˈmɛnəl,ˈʤɛnə,ˈfəni
news,bemuse,crime,nuz,bɪmˈju,kraɪm
household,freehold,plow,ˈhaʊsˌhoʊld,ˈfriˌhoʊld,plaʊ
rare,where,warn,rɛr,wɛ,wɔrn
backwards,blackbird,cannibal,ˈbækwərdz,ˈblækbə,ˈkænəbəl
vis,kiss,part,vɪs,kɪ,pɑrt
defeat,complete,icicle,dɪˈfit,kəmˈpli,ˈaɪsɪkəl
beautiful,suitable,come,ˈbjutəfəl,ˈsutəbəl,kəm
easy,graffiti,vagrant,ˈizi,grəˈfiti,ˈveɪgrənt
king mackerel,pastoral,military,kɪŋ ˈmækərəl,ˈpæstərə,ˈmɪlɪˌtɛri
jeep,inskeep,wretched,ʤip,ˈɪnzˌkip,ˈrɛʧɪd
willing,kicking,pudding,ˈwɪlɪŋ,ˈkɪkɪ,ˈpʊdɪŋ
disabuse,news,congress,dɪsəˈbjuz,nu,ˈkɑŋgrəs
grain,maintain,inscription,greɪn,meɪnˈteɪn,ˌɪnˈskrɪpʃən
institution,air pollution,grace,ˌɪnstɪˈtuʃən,ɛr pəˈluʃə,greɪs
turnbull,full,glider,ˈtərnˌbʊl,fʊl,ˈglaɪdər
scope,hope,cardboard,skoʊp,hoʊp,ˈkɑrdˌbɔrd
herring,sierra,applause,ˈhɛrɪŋ,siˈɛrə,əˈplɔz
army,corny,supplement,ˈɑrmi,ˈkɔrni,ˌsəpləˈmɛnt
verse,trojan horse,replace,vərs,ˈtroʊʤən hɔrs,ˌriˈpleɪs
copper,topper,remember,ˈkɑpər,ˈtɑpə,rɪˈmɛmbər
accord,beard,powerful,əˈkɔrd,bɪrd,ˈpaʊərfəl
eash,leash,traffic,iʃ,liʃ,ˈtræfɪk
rump,pump,secretive,rəmp,pə,ˈsikrətɪv
unreasoning,evening,will,ənˈriznɪŋ,ˈivnɪ,wɪl
goodchild,wild,respect,ˈgʊˌdʧaɪld,waɪ,rɪˈspɛkt
melee,runway,bark,ˈmeɪˌleɪ,ˈrənˌweɪ,bɑrk
memory,treachery,reduce,ˈmɛməri,ˈtrɛʧəri,rɪˈdus
dip,nib,harmonious,dɪp,nɪb,hɑrˈmoʊniəs
choke,roanoke,rabbit,ʧoʊk,ˈroʊəˌnoʊ,ˈræbɪt
lane,ascertain,catastrophe,leɪn,ˌæsərˈteɪn,kəˈtæstrəfi
toothbrush,tooth brush,broker,ˈtuθbrəʃ,tuθ brə,ˈbroʊkər
silo,bayou,pecan,ˈsaɪloʊ,baɪu,ˈpiˌkɑn
alive,surprise,achievement,əˈlaɪv,səˈpraɪz,əˈʧivmənt
fence,incense,creep,fɛns,ˌɪnˈsɛns,krip
disillusioned,loosened,glider,ˌdɪsɪˈluʒənd,ˈlusə,ˈglaɪdər
tinge,pinch,vault,tɪnʤ,pɪ,vɔlt
mangold,household,channel,ˈmænˌgoʊld,ˈhaʊsˌhoʊ,ˈʧænəl
frolic,knowledge,wick,ˈfrɑlɪk,ˈnɑlɪʤ,wɪk
blough,allow,clarify,blaʊ,əˈlaʊ,ˈklɛrəˌfaɪ
teal,peel,response,til,pil,rɪˈspɑns
censorship,lip,authentication,ˈsɛnsərˌʃɪp,lɪp,ɔˌθɛntəˈkeɪʃən
contention,engine,plead,kənˈtɛnʃən,ˈɪnʤən,plid
gazelle,cell,cottage,gəˈzɛl,sɛ,ˈkɑtɪʤ
touch,sludge,entry,təʧ,sləʤ,ˈɛntri
appearance,lyrics,trading,əˈpɪrəns,ˈlɪrɪks,ˈtreɪdɪŋ
autopsy,poppy,puny,ˈɔˌtɑpsi,ˈpɑpi,ˈpjuni
fire,choir,algebra,faɪər,kwaɪər,ˈælʤəbrə
trailer,taper,lantern,ˈtreɪlər,ˈteɪpə,ˈlæntərn
porch,fixed charge,warm-up,pɔrʧ,fɪkst ʧɑ,wɔrm əp
songbird,dessert,adobe,ˈsɔŋˌbərd,dɪˈzərt,əˈdoʊbi
immerse,source,cobbler,ˌɪˈmərs,sɔ,ˈkɑblər
sign,concubine,rotten,saɪn,ˈkɑnkjəˌbaɪn,ˈrɑtən
stay,clay,scrambled,steɪ,kleɪ,ˈskræmbəld
barn,return,macrame,bɑrn,rɪˈtə,ˈmækrəˌmeɪ
lick,sick,collision,lɪk,sɪk,kəˈlɪʒən
winner,beginner,dogwood,ˈwɪnər,bɪˈgɪnər,ˈdɔgˌwʊd
